"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","GCF_000269685.1","GCF_002901845.1","GCF_013267575.1","GCF_015274535.1","GCF_015274675.1","GCF_017315625.1","GCF_017315645.1","GCF_022689565.1","GCF_022689645.1","GCF_022689665.1","GCF_022689845.1","GCF_022689855.1","GCF_022689925.1","GCF_022689965.1","GCF_022689975.1","GCF_022690005.1","GCF_022690025.1","GCF_022690105.1","GCF_022690115.1","GCF_022690185.1","GCF_022690225.1","GCF_022690245.1","GCF_022690275.1","GCF_022690295.1","GCF_022690325.1","GCF_022690345.1","GCF_022690375.1","GCF_022690385.1","GCF_025143205.1","GCF_025143445.1","GCF_029926915.1","GCF_031631055.1","GCF_031727055.1","GCF_031727075.1","GCF_031727275.1","GCF_031727355.1","GCF_031727455.1","GCF_031727535.1","GCF_031728075.1","GCF_031728095.1","GCF_031728115.1","GCF_031728155.1","GCF_031728235.1","GCF_031728275.1","GCF_031728295.1","GCF_031728315.1","GCF_031728415.1","GCF_031728475.1","GCF_031728515.1","GCF_031728695.1","GCF_031728715.1","GCF_031728735.1","GCF_031728745.1","GCF_031728795.1","GCF_031728835.1","GCF_031728895.1","GCF_036420075.1","GCF_037694985.1","GCF_037700155.1","GCF_037700315.1","GCF_037700455.1","GCF_040947025.1","GCF_040947065.1","GCF_040947125.1","GCF_040947205.1","GCF_040947225.1","GCF_040947605.1","GCF_047653515.1","GCF_047653525.1","GCF_052950835.1","GCF_964211265.1"
"hcaB","","hypothetical protein","71","71","1","62","1","","","Investigate","596","758","681","GCF_00026968_01911","GCF_00290184_00844","GCF_01326757_00684","GCF_01527453_00954","GCF_01527467_00216","GCF_01731562_00637","GCF_01731564_00716","GCF_02268956_01476","GCF_02268964_01891","GCF_02268966_00936","GCF_02268984_01293","GCF_02268985_01187","GCF_02268992_00724","GCF_02268996_01472","GCF_02268997_00318","GCF_02269000_00131","GCF_02269002_00897","GCF_02269010_01760","GCF_02269011_00579","GCF_02269018_00393","GCF_02269022_00295","GCF_02269024_00591","GCF_02269027_00522","GCF_02269029_01133","GCF_02269032_01059","GCF_02269034_01676","GCF_02269037_00848","GCF_02269038_00942","GCF_02514320_00270","GCF_02514344_00795","GCF_02992691_00772","GCF_03163105_00807","GCF_03172705_00288","GCF_03172707_00630","GCF_03172727_00705","GCF_03172735_01392","GCF_03172745_01634","GCF_03172753_00436","GCF_03172807_01106","GCF_03172809_01150","GCF_03172811_00148","GCF_03172815_00403","GCF_03172823_00665","GCF_03172827_00919","GCF_03172829_00266","GCF_03172831_00297","GCF_03172841_01278","GCF_03172847_01824","GCF_03172851_00634","GCF_03172869_01767","GCF_03172871_01714","GCF_03172873_01526","GCF_03172874_01142","GCF_03172879_00200","GCF_03172883_01153","GCF_03172889_00292","GCF_03642007_01881","GCF_03769498_00539","GCF_03770015_01218","GCF_03770031_00962","GCF_03770045_00294","GCF_04094702_00540","GCF_04094706_00273","GCF_04094712_00729","GCF_04094720_01656","GCF_04094722_00218","GCF_04094760_00523","GCF_04765351_01621","GCF_04765352_00296","GCF_05295083_01139","GCF_96421126_00686"
"nudF","","ADP-ribose pyrophosphatase","71","71","1","1058","1","","","Investigate","542","542","542","GCF_00026968_01913","GCF_00290184_00842","GCF_01326757_00682","GCF_01527453_00956","GCF_01527467_00218","GCF_01731562_00635","GCF_01731564_00714","GCF_02268956_01478","GCF_02268964_01893","GCF_02268966_00934","GCF_02268984_01291","GCF_02268985_01189","GCF_02268992_00722","GCF_02268996_01474","GCF_02268997_00316","GCF_02269000_00133","GCF_02269002_00895","GCF_02269010_01758","GCF_02269011_00577","GCF_02269018_00395","GCF_02269022_00297","GCF_02269024_00589","GCF_02269027_00524","GCF_02269029_01131","GCF_02269032_01061","GCF_02269034_01674","GCF_02269037_00846","GCF_02269038_00940","GCF_02514320_00272","GCF_02514344_00793","GCF_02992691_00770","GCF_03163105_00805","GCF_03172705_00286","GCF_03172707_00632","GCF_03172727_00703","GCF_03172735_01390","GCF_03172745_01636","GCF_03172753_00438","GCF_03172807_01104","GCF_03172809_01152","GCF_03172811_00150","GCF_03172815_00405","GCF_03172823_00667","GCF_03172827_00921","GCF_03172829_00264","GCF_03172831_00295","GCF_03172841_01280","GCF_03172847_01822","GCF_03172851_00632","GCF_03172869_01769","GCF_03172871_01716","GCF_03172873_01528","GCF_03172874_01144","GCF_03172879_00202","GCF_03172883_01151","GCF_03172889_00290","GCF_03642007_01883","GCF_03769498_00537","GCF_03770015_01216","GCF_03770031_00960","GCF_03770045_00292","GCF_04094702_00538","GCF_04094706_00275","GCF_04094712_00727","GCF_04094720_01654","GCF_04094722_00220","GCF_04094760_00521","GCF_04765351_01619","GCF_04765352_00294","GCF_05295083_01141","GCF_96421126_00684"
"group_1013","","hypothetical protein","71","71","1","1323","1","","","Investigate","518","539","538","GCF_00026968_01942","GCF_00290184_00813","GCF_01326757_00653","GCF_01527453_01447","GCF_01527467_00247","GCF_01731562_00606","GCF_01731564_01504","GCF_02268956_01507","GCF_02268964_01922","GCF_02268966_00905","GCF_02268984_01262","GCF_02268985_01218","GCF_02268992_01056","GCF_02268996_00417","GCF_02268997_00084","GCF_02269000_00162","GCF_02269002_00866","GCF_02269010_01729","GCF_02269011_00548","GCF_02269018_00424","GCF_02269022_00326","GCF_02269024_00560","GCF_02269027_00553","GCF_02269029_01102","GCF_02269032_01090","GCF_02269034_01645","GCF_02269037_00817","GCF_02269038_02013","GCF_02514320_00301","GCF_02514344_00764","GCF_02992691_00741","GCF_03163105_00776","GCF_03172705_00257","GCF_03172707_00661","GCF_03172727_00674","GCF_03172735_01199","GCF_03172745_01504","GCF_03172753_00467","GCF_03172807_01075","GCF_03172809_01181","GCF_03172811_00179","GCF_03172815_00434","GCF_03172823_00696","GCF_03172827_00950","GCF_03172829_01519","GCF_03172831_01410","GCF_03172841_01309","GCF_03172847_01297","GCF_03172851_00603","GCF_03172869_00288","GCF_03172871_01416","GCF_03172873_01429","GCF_03172874_01173","GCF_03172879_00231","GCF_03172883_01122","GCF_03172889_00261","GCF_03642007_01912","GCF_03769498_02000","GCF_03770015_00882","GCF_03770031_00931","GCF_03770045_00263","GCF_04094702_00509","GCF_04094706_00304","GCF_04094712_00698","GCF_04094720_01061","GCF_04094722_00249","GCF_04094760_00492","GCF_04765351_01590","GCF_04765352_00265","GCF_05295083_01170","GCF_96421126_00655"
"group_1014","","hypothetical protein","71","71","1","596","1","","","Investigate","617","617","617","GCF_00026968_01943","GCF_00290184_00812","GCF_01326757_00652","GCF_01527453_01448","GCF_01527467_00248","GCF_01731562_00605","GCF_01731564_01505","GCF_02268956_01508","GCF_02268964_01923","GCF_02268966_00904","GCF_02268984_01261","GCF_02268985_01219","GCF_02268992_01055","GCF_02268996_00418","GCF_02268997_00085","GCF_02269000_00163","GCF_02269002_00865","GCF_02269010_01728","GCF_02269011_00547","GCF_02269018_00425","GCF_02269022_00327","GCF_02269024_00559","GCF_02269027_00554","GCF_02269029_01101","GCF_02269032_01091","GCF_02269034_01644","GCF_02269037_00816","GCF_02269038_02012","GCF_02514320_00302","GCF_02514344_00763","GCF_02992691_00740","GCF_03163105_00775","GCF_03172705_00256","GCF_03172707_00662","GCF_03172727_00673","GCF_03172735_01200","GCF_03172745_01505","GCF_03172753_00468","GCF_03172807_01074","GCF_03172809_01182","GCF_03172811_00180","GCF_03172815_00435","GCF_03172823_00697","GCF_03172827_00951","GCF_03172829_01518","GCF_03172831_01409","GCF_03172841_01310","GCF_03172847_01296","GCF_03172851_00602","GCF_03172869_00287","GCF_03172871_01415","GCF_03172873_01430","GCF_03172874_01174","GCF_03172879_00232","GCF_03172883_01121","GCF_03172889_00260","GCF_03642007_01913","GCF_03769498_02001","GCF_03770015_00881","GCF_03770031_00930","GCF_03770045_00262","GCF_04094702_00508","GCF_04094706_00305","GCF_04094712_00697","GCF_04094720_01062","GCF_04094722_00250","GCF_04094760_00491","GCF_04765351_01589","GCF_04765352_00264","GCF_05295083_01171","GCF_96421126_00654"
"ponA","","Penicillin-binding protein 1A/1B","71","71","1","426","1","","","Investigate","2351","2393","2381","GCF_00026968_01954","GCF_00290184_00801","GCF_01326757_00641","GCF_01527453_01459","GCF_01527467_00259","GCF_01731562_00594","GCF_01731564_01516","GCF_02268956_01519","GCF_02268964_01934","GCF_02268966_00893","GCF_02268984_01250","GCF_02268985_01230","GCF_02268992_01582","GCF_02268996_00429","GCF_02268997_00096","GCF_02269000_00174","GCF_02269002_00854","GCF_02269010_01717","GCF_02269011_00536","GCF_02269018_00436","GCF_02269022_00338","GCF_02269024_00548","GCF_02269027_00565","GCF_02269029_01090","GCF_02269032_01102","GCF_02269034_01035","GCF_02269037_00805","GCF_02269038_02001","GCF_02514320_00313","GCF_02514344_00752","GCF_02992691_00729","GCF_03163105_00764","GCF_03172705_00245","GCF_03172707_00673","GCF_03172727_00662","GCF_03172735_01211","GCF_03172745_01962","GCF_03172753_00479","GCF_03172807_01063","GCF_03172809_01193","GCF_03172811_00191","GCF_03172815_01360","GCF_03172823_01904","GCF_03172827_00962","GCF_03172829_01507","GCF_03172831_01398","GCF_03172841_01321","GCF_03172847_01285","GCF_03172851_00591","GCF_03172869_00276","GCF_03172871_01404","GCF_03172873_01441","GCF_03172874_01185","GCF_03172879_00243","GCF_03172883_01110","GCF_03172889_00249","GCF_03642007_01924","GCF_03769498_02012","GCF_03770015_00870","GCF_03770031_00919","GCF_03770045_00251","GCF_04094702_00497","GCF_04094706_00316","GCF_04094712_00686","GCF_04094720_01073","GCF_04094722_00261","GCF_04094760_00480","GCF_04765351_01578","GCF_04765352_00253","GCF_05295083_01182","GCF_96421126_00643"
"group_1016","","hypothetical protein","71","71","1","1510","1","","","Investigate","503","548","545","GCF_00026968_01957","GCF_00290184_00798","GCF_01326757_00638","GCF_01527453_01462","GCF_01527467_00262","GCF_01731562_00591","GCF_01731564_01519","GCF_02268956_01522","GCF_02268964_01937","GCF_02268966_00890","GCF_02268984_01247","GCF_02268985_01233","GCF_02268992_01585","GCF_02268996_00432","GCF_02268997_00099","GCF_02269000_00177","GCF_02269002_00851","GCF_02269010_01714","GCF_02269011_00533","GCF_02269018_00439","GCF_02269022_00341","GCF_02269024_00545","GCF_02269027_00568","GCF_02269029_01087","GCF_02269032_01105","GCF_02269034_01038","GCF_02269037_00802","GCF_02269038_01998","GCF_02514320_00316","GCF_02514344_00749","GCF_02992691_00726","GCF_03163105_00761","GCF_03172705_00242","GCF_03172707_00676","GCF_03172727_00659","GCF_03172735_01214","GCF_03172745_01959","GCF_03172753_00482","GCF_03172807_01060","GCF_03172809_01196","GCF_03172811_00194","GCF_03172815_01357","GCF_03172823_01901","GCF_03172827_00965","GCF_03172829_01504","GCF_03172831_01395","GCF_03172841_02050","GCF_03172847_01282","GCF_03172851_00588","GCF_03172869_00273","GCF_03172871_01401","GCF_03172873_01891","GCF_03172874_01188","GCF_03172879_00246","GCF_03172883_01107","GCF_03172889_00246","GCF_03642007_01927","GCF_03769498_02015","GCF_03770015_00867","GCF_03770031_00916","GCF_03770045_00248","GCF_04094702_00494","GCF_04094706_00319","GCF_04094712_00683","GCF_04094720_01076","GCF_04094722_00264","GCF_04094760_00477","GCF_04765351_01575","GCF_04765352_00250","GCF_05295083_01185","GCF_96421126_00640"
"group_1017","","hypothetical protein","71","71","1","407","1","","","Investigate","503","503","503","GCF_00026968_01976","GCF_00290184_00779","GCF_01326757_00619","GCF_01527453_01481","GCF_01527467_00281","GCF_01731562_00572","GCF_01731564_01538","GCF_02268956_01542","GCF_02268964_01956","GCF_02268966_00871","GCF_02268984_01228","GCF_02268985_01252","GCF_02268992_01531","GCF_02268996_00015","GCF_02268997_00118","GCF_02269000_00196","GCF_02269002_00832","GCF_02269010_01695","GCF_02269011_00514","GCF_02269018_00458","GCF_02269022_00360","GCF_02269024_00526","GCF_02269027_00587","GCF_02269029_00084","GCF_02269032_01124","GCF_02269034_01058","GCF_02269037_00783","GCF_02269038_01979","GCF_02514320_00335","GCF_02514344_00730","GCF_02992691_00707","GCF_03163105_00742","GCF_03172705_00223","GCF_03172707_00695","GCF_03172727_00640","GCF_03172735_01234","GCF_03172745_01883","GCF_03172753_00501","GCF_03172807_01041","GCF_03172809_01215","GCF_03172811_00213","GCF_03172815_01337","GCF_03172823_01882","GCF_03172827_00984","GCF_03172829_01485","GCF_03172831_01376","GCF_03172841_02027","GCF_03172847_01263","GCF_03172851_00566","GCF_03172869_00254","GCF_03172871_01382","GCF_03172873_01298","GCF_03172874_01207","GCF_03172879_00265","GCF_03172883_01088","GCF_03172889_00227","GCF_03642007_01946","GCF_03769498_02035","GCF_03770015_00848","GCF_03770031_00897","GCF_03770045_00229","GCF_04094702_00475","GCF_04094706_00338","GCF_04094712_00664","GCF_04094720_01095","GCF_04094722_00283","GCF_04094760_00458","GCF_04765351_01556","GCF_04765352_00231","GCF_05295083_01204","GCF_96421126_00621"
"group_1019","","hypothetical protein","71","71","1","228","1","","","Investigate","317","323","317","GCF_00026968_02000","GCF_00290184_01051","GCF_01326757_00890","GCF_01527453_00015","GCF_01527467_00010","GCF_01731562_00246","GCF_01731564_01443","GCF_02268956_00710","GCF_02268964_00008","GCF_02268966_00139","GCF_02268984_00968","GCF_02268985_00811","GCF_02268992_00648","GCF_02268996_01907","GCF_02268997_01073","GCF_02269000_01529","GCF_02269002_00119","GCF_02269010_01323","GCF_02269011_00812","GCF_02269018_00137","GCF_02269022_00052","GCF_02269024_01378","GCF_02269027_00315","GCF_02269029_00164","GCF_02269032_00244","GCF_02269034_01172","GCF_02269037_01825","GCF_02269038_00882","GCF_02514320_00064","GCF_02514344_01891","GCF_02992691_00979","GCF_03163105_01036","GCF_03172705_01639","GCF_03172707_01923","GCF_03172727_01534","GCF_03172735_00956","GCF_03172745_01204","GCF_03172753_01655","GCF_03172807_01969","GCF_03172809_01535","GCF_03172811_00801","GCF_03172815_01216","GCF_03172823_00988","GCF_03172827_01388","GCF_03172829_01383","GCF_03172831_00503","GCF_03172841_01450","GCF_03172847_00273","GCF_03172851_01088","GCF_03172869_01480","GCF_03172871_00166","GCF_03172873_00704","GCF_03172874_01037","GCF_03172879_01503","GCF_03172883_01570","GCF_03172889_01763","GCF_03642007_01673","GCF_03769498_01190","GCF_03770015_01374","GCF_03770031_01370","GCF_03770045_01932","GCF_04094702_01872","GCF_04094706_00065","GCF_04094712_02039","GCF_04094720_01936","GCF_04094722_01690","GCF_04094760_00393","GCF_04765351_01827","GCF_04765352_00505","GCF_05295083_00925","GCF_96421126_00892"
"group_1020","","Putative dipeptidase","71","71","1","256","1","","","Investigate","1409","1409","1409","GCF_00026968_02004","GCF_00290184_01055","GCF_01326757_00894","GCF_01527453_00011","GCF_01527467_00006","GCF_01731562_00250","GCF_01731564_01447","GCF_02268956_00714","GCF_02268964_00012","GCF_02268966_00143","GCF_02268984_00972","GCF_02268985_00815","GCF_02268992_00644","GCF_02268996_01911","GCF_02268997_01069","GCF_02269000_01525","GCF_02269002_00123","GCF_02269010_01319","GCF_02269011_00816","GCF_02269018_00133","GCF_02269022_00048","GCF_02269024_01384","GCF_02269027_00311","GCF_02269029_00168","GCF_02269032_00248","GCF_02269034_01176","GCF_02269037_01829","GCF_02269038_00886","GCF_02514320_00060","GCF_02514344_01887","GCF_02992691_00983","GCF_03163105_01032","GCF_03172705_01643","GCF_03172707_01602","GCF_03172727_01538","GCF_03172735_00960","GCF_03172745_01200","GCF_03172753_01651","GCF_03172807_01973","GCF_03172809_01539","GCF_03172811_00805","GCF_03172815_01220","GCF_03172823_00992","GCF_03172827_01384","GCF_03172829_01387","GCF_03172831_00507","GCF_03172841_01454","GCF_03172847_00269","GCF_03172851_01092","GCF_03172869_01484","GCF_03172871_00170","GCF_03172873_00708","GCF_03172874_01041","GCF_03172879_01499","GCF_03172883_01574","GCF_03172889_01767","GCF_03642007_01669","GCF_03769498_01194","GCF_03770015_01370","GCF_03770031_01374","GCF_03770045_01928","GCF_04094702_01876","GCF_04094706_00061","GCF_04094712_02043","GCF_04094720_01932","GCF_04094722_01686","GCF_04094760_00397","GCF_04765351_01831","GCF_04765352_00509","GCF_05295083_00921","GCF_96421126_00896"
"rsuA","","Ribosomal small subunit pseudouridine synthase A","71","71","1","1167","1","","","Investigate","686","689","686","GCF_00026968_02006","GCF_00290184_01057","GCF_01326757_00896","GCF_01527453_00009","GCF_01527467_00004","GCF_01731562_00252","GCF_01731564_01449","GCF_02268956_00716","GCF_02268964_00014","GCF_02268966_00145","GCF_02268984_00974","GCF_02268985_00817","GCF_02268992_00642","GCF_02268996_01913","GCF_02268997_01102","GCF_02269000_01523","GCF_02269002_00125","GCF_02269010_01317","GCF_02269011_00818","GCF_02269018_00131","GCF_02269022_00046","GCF_02269024_01382","GCF_02269027_00309","GCF_02269029_00170","GCF_02269032_00250","GCF_02269034_01178","GCF_02269037_01831","GCF_02269038_00852","GCF_02514320_00058","GCF_02514344_01885","GCF_02992691_00985","GCF_03163105_01030","GCF_03172705_01645","GCF_03172707_01604","GCF_03172727_01540","GCF_03172735_00962","GCF_03172745_01198","GCF_03172753_01649","GCF_03172807_01975","GCF_03172809_01541","GCF_03172811_00807","GCF_03172815_01222","GCF_03172823_00994","GCF_03172827_01382","GCF_03172829_01389","GCF_03172831_01631","GCF_03172841_01456","GCF_03172847_00267","GCF_03172851_01094","GCF_03172869_01486","GCF_03172871_00172","GCF_03172873_00710","GCF_03172874_01043","GCF_03172879_01497","GCF_03172883_01576","GCF_03172889_01769","GCF_03642007_01667","GCF_03769498_00439","GCF_03770015_01368","GCF_03770031_01376","GCF_03770045_01926","GCF_04094702_01878","GCF_04094706_00059","GCF_04094712_02045","GCF_04094720_01930","GCF_04094722_01684","GCF_04094760_00399","GCF_04765351_01833","GCF_04765352_00511","GCF_05295083_00919","GCF_96421126_00898"
"group_1022","","hypothetical protein","71","71","1","1348","1","","","Investigate","464","464","464","GCF_00026968_02025","GCF_00290184_01077","GCF_01326757_00915","GCF_01527453_01651","GCF_01527467_01637","GCF_01731562_00271","GCF_01731564_01468","GCF_02268956_00016","GCF_02268964_00034","GCF_02268966_00016","GCF_02268984_00849","GCF_02268985_00161","GCF_02268992_01832","GCF_02268996_01932","GCF_02268997_00631","GCF_02269000_01934","GCF_02269002_01987","GCF_02269010_00499","GCF_02269011_00169","GCF_02269018_01935","GCF_02269022_01858","GCF_02269024_00738","GCF_02269027_00127","GCF_02269029_02014","GCF_02269032_00096","GCF_02269034_00344","GCF_02269037_01850","GCF_02269038_00381","GCF_02514320_00039","GCF_02514344_01865","GCF_02992691_00132","GCF_03163105_00229","GCF_03172705_01664","GCF_03172707_01623","GCF_03172727_01560","GCF_03172735_00981","GCF_03172745_02037","GCF_03172753_01630","GCF_03172807_01772","GCF_03172809_01830","GCF_03172811_01638","GCF_03172815_01241","GCF_03172823_01013","GCF_03172827_01363","GCF_03172829_01408","GCF_03172831_01612","GCF_03172841_01475","GCF_03172847_00247","GCF_03172851_02037","GCF_03172869_01505","GCF_03172871_00192","GCF_03172873_01684","GCF_03172874_01062","GCF_03172879_01478","GCF_03172883_01822","GCF_03172889_01788","GCF_03642007_01647","GCF_03769498_00458","GCF_03770015_01349","GCF_03770031_01395","GCF_03770045_01770","GCF_04094702_01639","GCF_04094706_00040","GCF_04094712_01832","GCF_04094720_01550","GCF_04094722_01665","GCF_04094760_00418","GCF_04765351_01852","GCF_04765352_00530","GCF_05295083_00899","GCF_96421126_01855"
"ydeN","","Putative hydrolase YdeN","71","71","1","249","1","","","Investigate","560","560","560","GCF_00026968_02036","GCF_00290184_01089","GCF_01326757_00926","GCF_01527453_01640","GCF_01527467_01626","GCF_01731562_00282","GCF_01731564_01479","GCF_02268956_00027","GCF_02268964_00046","GCF_02268966_00027","GCF_02268984_00860","GCF_02268985_00171","GCF_02268992_00226","GCF_02268996_01943","GCF_02268997_00642","GCF_02269000_01923","GCF_02269002_01998","GCF_02269010_00487","GCF_02269011_00181","GCF_02269018_01946","GCF_02269022_01847","GCF_02269024_00727","GCF_02269027_00139","GCF_02269029_02033","GCF_02269032_00106","GCF_02269034_00355","GCF_02269037_01862","GCF_02269038_00392","GCF_02514320_00028","GCF_02514344_01855","GCF_02992691_00143","GCF_03163105_00219","GCF_03172705_01676","GCF_03172707_01635","GCF_03172727_01572","GCF_03172735_00992","GCF_03172745_01154","GCF_03172753_01618","GCF_03172807_01761","GCF_03172809_01819","GCF_03172811_01626","GCF_03172815_01252","GCF_03172823_01025","GCF_03172827_01352","GCF_03172829_01426","GCF_03172831_01601","GCF_03172841_01859","GCF_03172847_00235","GCF_03172851_02056","GCF_03172869_01516","GCF_03172871_00203","GCF_03172873_01695","GCF_03172874_01073","GCF_03172879_01467","GCF_03172883_01833","GCF_03172889_01798","GCF_03642007_01636","GCF_03769498_00469","GCF_03770015_01338","GCF_03770031_01406","GCF_03770045_01781","GCF_04094702_01628","GCF_04094706_00028","GCF_04094712_01843","GCF_04094720_01561","GCF_04094722_01655","GCF_04094760_00429","GCF_04765351_01863","GCF_04765352_00541","GCF_05295083_00887","GCF_96421126_01844"
"hemY","","Protoporphyrinogen oxidase","71","71","1","365","1","","","Investigate","227","1394","1365","GCF_00026968_02037","GCF_00290184_01090","GCF_01326757_00927","GCF_01527453_01639","GCF_01527467_01625","GCF_01731562_00283","GCF_01731564_01480","GCF_02268956_00028","GCF_02268964_00047","GCF_02268966_00028","GCF_02268984_00861","GCF_02268985_00172","GCF_02268992_00227","GCF_02268996_01944","GCF_02268997_00643","GCF_02269000_01922","GCF_02269002_01999","GCF_02269010_00486","GCF_02269011_00182","GCF_02269018_01947","GCF_02269022_01846","GCF_02269024_00726","GCF_02269027_00140","GCF_02269029_02034","GCF_02269032_00107","GCF_02269034_00356","GCF_02269037_01863","GCF_02269038_00393","GCF_02514320_00027","GCF_02514344_01854","GCF_02992691_00144","GCF_03163105_00218","GCF_03172705_01677","GCF_03172707_01636","GCF_03172727_01573","GCF_03172735_00993","GCF_03172745_01155","GCF_03172753_01617","GCF_03172807_01760","GCF_03172809_01818","GCF_03172811_01625","GCF_03172815_01253","GCF_03172823_01026","GCF_03172827_01351","GCF_03172829_01427","GCF_03172831_01600","GCF_03172841_01860","GCF_03172847_00234","GCF_03172851_02057","GCF_03172869_01517","GCF_03172871_00204","GCF_03172873_01696","GCF_03172874_01074","GCF_03172879_01466","GCF_03172883_01834","GCF_03172889_01799","GCF_03642007_01635","GCF_03769498_00470","GCF_03770015_01337","GCF_03770031_01407","GCF_03770045_01782","GCF_04094702_01627","GCF_04094706_00027","GCF_04094712_01844","GCF_04094720_01562","GCF_04094722_01654","GCF_04094760_00430","GCF_04765351_01864","GCF_04765352_00542","GCF_05295083_00886","GCF_96421126_01843"
"group_1025","","hypothetical protein","71","71","1","108","1","","","Investigate","878","1058","977","GCF_00026968_02063","GCF_00290184_01116","GCF_01326757_00953","GCF_01527453_01823","GCF_01527467_01599","GCF_01731562_01663","GCF_01731564_00483","GCF_02268956_00056","GCF_02268964_00073","GCF_02268966_00055","GCF_02268984_00978","GCF_02268985_00199","GCF_02268992_00253","GCF_02268996_01970","GCF_02268997_01026","GCF_02269000_01896","GCF_02269002_02026","GCF_02269010_00857","GCF_02269011_00208","GCF_02269018_01973","GCF_02269022_01820","GCF_02269024_01536","GCF_02269027_00278","GCF_02269029_02060","GCF_02269032_00133","GCF_02269034_00382","GCF_02269037_01889","GCF_02269038_00850","GCF_02514320_00001","GCF_02514344_01828","GCF_02992691_00170","GCF_03163105_00192","GCF_03172705_01703","GCF_03172707_01662","GCF_03172727_01599","GCF_03172735_01021","GCF_03172745_01181","GCF_03172753_01591","GCF_03172807_01734","GCF_03172809_01792","GCF_03172811_01599","GCF_03172815_01783","GCF_03172823_01052","GCF_03172827_01976","GCF_03172829_01453","GCF_03172831_01896","GCF_03172841_01886","GCF_03172847_01939","GCF_03172851_02083","GCF_03172869_01543","GCF_03172871_01927","GCF_03172873_01984","GCF_03172874_01100","GCF_03172879_01439","GCF_03172883_01908","GCF_03172889_01825","GCF_03642007_01609","GCF_03769498_00907","GCF_03770015_01311","GCF_03770031_01433","GCF_03770045_01808","GCF_04094702_01601","GCF_04094706_00001","GCF_04094712_01870","GCF_04094720_01588","GCF_04094722_01628","GCF_04094760_02032","GCF_04765351_01890","GCF_04765352_00568","GCF_05295083_00860","GCF_96421126_01816"
"murJ_2","","lipid II flippase MurJ","71","71","1","294","1","","","Investigate","1574","1574","1574","GCF_00026968_02077","GCF_00290184_00015","GCF_01326757_01856","GCF_01527453_01583","GCF_01527467_01871","GCF_01731562_01402","GCF_01731564_00499","GCF_02268956_00279","GCF_02268964_00336","GCF_02268966_00118","GCF_02268984_00917","GCF_02268985_00267","GCF_02268992_00317","GCF_02268996_00370","GCF_02268997_00960","GCF_02269000_00024","GCF_02269002_00098","GCF_02269010_00453","GCF_02269011_00459","GCF_02269018_00014","GCF_02269022_01942","GCF_02269024_00455","GCF_02269027_00163","GCF_02269029_00123","GCF_02269032_00193","GCF_02269034_00857","GCF_02269037_02048","GCF_02269038_00348","GCF_02514320_00635","GCF_02514344_01015","GCF_02992691_00233","GCF_03163105_00515","GCF_03172705_01963","GCF_03172707_01809","GCF_03172727_01951","GCF_03172735_01719","GCF_03172745_01323","GCF_03172753_01918","GCF_03172807_01896","GCF_03172809_01919","GCF_03172811_01687","GCF_03172815_01677","GCF_03172823_01680","GCF_03172827_01657","GCF_03172829_01823","GCF_03172831_01785","GCF_03172841_01799","GCF_03172847_01872","GCF_03172851_02213","GCF_03172869_01918","GCF_03172871_01668","GCF_03172873_01174","GCF_03172874_01764","GCF_03172879_01911","GCF_03172883_01789","GCF_03172889_01965","GCF_03642007_00682","GCF_03769498_00751","GCF_03770015_01870","GCF_03770031_01869","GCF_03770045_01882","GCF_04094702_01835","GCF_04094706_01964","GCF_04094712_01953","GCF_04094720_01878","GCF_04094722_01899","GCF_04094760_01686","GCF_04765351_00848","GCF_04765352_01505","GCF_05295083_01891","GCF_96421126_01939"
